,user_id,age_group,city_tier,subscription_date,subscription_plan,last_active_date,plan_change_date,new_subscription_plan
20392,UIDJS75a47f6bdf3,18-24,Tier 1,2024-01-23,Premium,,,
20393,UIDJS75a4d999e05,18-24,Tier 3,2024-07-18,VIP,,2024-08-18,Premium
20394,UIDJS75a54e3e198,45+,Tier 1,2024-09-16,Premium,,,
20395,UIDJS75a689273e1,25-34,Tier 2,2024-10-06,VIP,,2024-11-06,Free
20396,UIDJS75a75533dac,45+,Tier 1,2024-10-24,VIP,,2024-11-24,Free
20397,UIDJS75a75954cfd,25-34,Tier 1,2024-06-16,Free,,2024-07-16,Premium
20398,UIDJS75a7cfa3ab0,25-34,Tier 3,2024-06-02,Free,,,
20399,UIDJS75ab9edf57d,18-24,Tier 2,2024-11-10,VIP,,,
20400,UIDJS75ace037fd4,35-44,Tier 2,2024-09-08,VIP,,,
20401,UIDJS75ae93b9ed5,35-44,Tier 3,2024-06-16,Free,,,
20402,UIDJS75afa75c479,25-34,Tier 1,2024-08-29,Free,,,
20403,UIDJS75b2f9616d1,25-34,Tier 1,2024-01-29,VIP,,2024-11-29,Premium
20404,UIDJS75b3c885480,25-34,Tier 3,2024-03-02,VIP,,,
20405,UIDJS75b512ea1eb,35-44,Tier 1,2024-03-25,Free,2024-10-01,,
20406,UIDJS75b5162a1d2,25-34,Tier 1,2024-11-14,Premium,,,
20407,UIDJS75b52915fa0,35-44,Tier 1,2024-02-05,Premium,,,
20408,UIDJS75b5f41ef9c,45+,Tier 1,2024-10-04,Premium,,,
20409,UIDJS75b60475ea3,18-24,Tier 2,2024-11-02,VIP,,,
20410,UIDJS75b6b222cfd,25-34,Tier 2,2024-01-26,Premium,,,
20411,UIDJS75b814c1033,25-34,Tier 2,2024-11-06,Free,,,
20412,UIDJS75b8aa549cb,25-34,Tier 2,2024-03-02,VIP,,2024-05-02,Free
20413,UIDJS75b8f9a234d,18-24,Tier 1,2024-07-15,Premium,,,
20414,UIDJS75bf88bbc29,25-34,Tier 1,2024-02-07,Free,2024-03-30,,
20415,UIDJS75bffc1338c,35-44,Tier 2,2024-10-12,VIP,,,
20416,UIDJS75c0088d7d9,18-24,Tier 2,2024-10-28,Free,,,
20417,UIDJS75c264f7ddd,45+,Tier 1,2024-06-11,Premium,,,
20418,UIDJS75c3b971ba3,35-44,Tier 2,2024-01-21,Free,,,
20419,UIDJS75c44ed404c,25-34,Tier 1,2024-10-27,VIP,2024-12-12,,
20420,UIDJS75c67653853,18-24,Tier 1,2024-04-12,VIP,,,
20421,UIDJS75c910b7fc6,35-44,Tier 1,2024-08-21,Free,,,
20422,UIDJS75ca43e49e5,25-34,Tier 1,2024-08-03,Premium,,2024-09-03,Free
20423,UIDJS75cb7c049c0,25-34,Tier 2,2024-08-07,VIP,2024-12-01,,
20424,UIDJS75cc4378673,35-44,Tier 2,2024-06-17,Free,,2024-08-17,VIP
20425,UIDJS75cd1cacdea,25-34,Tier 2,2024-06-15,Premium,,,
20426,UIDJS75cf195085c,25-34,Tier 2,2024-01-25,Free,,,
20427,UIDJS75d102f73e5,35-44,Tier 1,2024-11-25,VIP,2024-12-17,,
20428,UIDJS75d3ae830b8,45+,Tier 1,2024-08-29,Premium,,,
20429,UIDJS75d6113c65b,25-34,Tier 1,2024-11-20,Premium,,,
20430,UIDJS75d65ef4654,35-44,Tier 1,2024-04-18,Premium,,,
20431,UIDJS75d837e1758,18-24,Tier 1,2024-02-29,Premium,,,
20432,UIDJS75d8d458eb5,18-24,Tier 1,2024-04-03,Premium,,,
20433,UIDJS75da4db8116,45+,Tier 2,2024-10-19,Free,2024-12-12,,
20434,UIDJS75db219598d,25-34,Tier 2,2024-03-22,VIP,,,
20435,UIDJS75dce2528da,25-34,Tier 2,2024-02-28,VIP,2024-10-10,,
20436,UIDJS75dcf77a12e,35-44,Tier 1,2024-05-16,VIP,,2024-06-16,Premium
20437,UIDJS75e5a19178d,35-44,Tier 3,2024-11-28,Free,,,
20438,UIDJS75e5afea797,25-34,Tier 2,2024-03-31,Premium,,,
20439,UIDJS75e7ffff2c3,35-44,Tier 1,2024-09-04,Premium,,,
20440,UIDJS75e964394eb,18-24,Tier 1,2024-03-01,VIP,2024-04-04,,
20441,UIDJS75e982b24b2,25-34,Tier 2,2024-10-18,Free,,,
20442,UIDJS75e9e2cf244,25-34,Tier 3,2024-09-08,VIP,,,
20443,UIDJS75ea2162f9b,35-44,Tier 1,2024-01-11,Free,,2024-08-11,Premium
20444,UIDJS75ed2507450,25-34,Tier 1,2024-03-12,Free,,,
20445,UIDJS75edb5d7d22,25-34,Tier 2,2024-10-04,Premium,,,
20446,UIDJS75f21023c0b,35-44,Tier 3,2024-07-21,Free,,,
20447,UIDJS75f2478b223,18-24,Tier 1,2024-04-27,VIP,,,
20448,UIDJS75f49c2f874,25-34,Tier 1,2024-05-14,VIP,,,
20449,UIDJS75f543a684b,35-44,Tier 1,2024-09-17,Free,,,
20450,UIDJS75f9205ddcc,25-34,Tier 3,2024-06-15,Premium,2024-08-03,,
20451,UIDJS75fa4bb375b,35-44,Tier 1,2024-03-16,VIP,,2024-10-16,Free
20452,UIDJS75faa7aed78,25-34,Tier 2,2024-11-21,Free,2024-12-14,,
20453,UIDJS75fb5a57834,25-34,Tier 3,2024-09-02,VIP,,,
20454,UIDJS75fcfaa38f2,25-34,Tier 2,2024-11-19,Free,,,
20455,UIDJS75fd0e61a5b,18-24,Tier 2,2024-03-27,Free,,,
20456,UIDJS75fed4dedfd,25-34,Tier 1,2024-08-25,VIP,,2024-12-25,Free
20457,UIDJS75ffc07eaf9,25-34,Tier 1,2024-04-25,VIP,,2024-12-25,Free
20458,UIDJS76021fc3d8a,35-44,Tier 1,2024-03-22,Premium,,2024-06-22,VIP
20459,UIDJS7604c233a5f,25-34,Tier 3,2024-09-04,Free,,,
20460,UIDJS760874a972e,45+,Tier 1,2024-03-06,VIP,,,
20461,UIDJS7609ea300b1,45+,Tier 2,2024-02-29,Premium,2024-10-23,,
20462,UIDJS760b487e6fc,18-24,Tier 1,2024-09-07,Premium,,,
20463,UIDJS760f8447795,25-34,Tier 1,2024-02-03,VIP,,,
20464,UIDJS760fcd8d398,35-44,Tier 2,2024-08-30,VIP,,,
20465,UIDJS7616505b4d9,25-34,Tier 2,2024-01-21,Free,,2024-03-21,VIP
20466,UIDJS7616a3c782e,25-34,Tier 2,2024-03-18,VIP,,,
20467,UIDJS76197316a4b,25-34,Tier 2,2024-11-18,Free,2024-12-10,,
20468,UIDJS761a530b6aa,35-44,Tier 1,2024-11-10,VIP,,,
20469,UIDJS761b5f9db69,45+,Tier 1,2024-10-28,Free,,,
20470,UIDJS761bbe67e39,25-34,Tier 2,2024-03-21,Free,,,
20471,UIDJS761dd59f091,25-34,Tier 3,2024-05-25,Free,,,
20472,UIDJS761e5768fea,35-44,Tier 2,2024-01-20,Premium,,,
20473,UIDJS762053d0f02,25-34,Tier 1,2024-07-02,Premium,,2024-09-02,VIP
20474,UIDJS7620d6f55b4,25-34,Tier 2,2024-01-20,VIP,,2024-02-20,Premium
20475,UIDJS76225493747,45+,Tier 3,2024-10-27,VIP,2024-11-23,,
20476,UIDJS7625088650e,35-44,Tier 1,2024-05-22,Premium,,,
20477,UIDJS7627b6a0e4d,18-24,Tier 1,2024-06-19,VIP,2024-11-20,,
20478,UIDJS7629c778c9e,35-44,Tier 1,2024-07-22,Premium,,,
20479,UIDJS7629cba9edc,18-24,Tier 3,2024-01-20,Free,2024-07-23,,
20480,UIDJS762c9e4affd,35-44,Tier 1,2024-03-08,Free,,,
20481,UIDJS762fd829f7a,25-34,Tier 2,2024-02-16,VIP,2024-11-20,,
20482,UIDJS7630aa46e8d,35-44,Tier 2,2024-11-28,Free,,,
20483,UIDJS7630ccda434,18-24,Tier 1,2024-07-18,Free,2024-08-29,,
20484,UIDJS76322b9ce10,35-44,Tier 1,2024-11-19,Free,2024-12-10,,
20485,UIDJS76324e11628,18-24,Tier 1,2024-07-09,VIP,,,
20486,UIDJS763288d8ef7,25-34,Tier 1,2024-05-12,Free,2024-06-28,,
20487,UIDJS76337cb5ec2,25-34,Tier 1,2024-11-12,Premium,,,
20488,UIDJS7634641454b,35-44,Tier 1,2024-01-31,VIP,,,
20489,UIDJS763530436de,45+,Tier 1,2024-05-01,Premium,,,
20490,UIDJS7637a9bbee0,35-44,Tier 1,2024-05-07,Premium,,,
20491,UIDJS76398d808e1,25-34,Tier 3,2024-11-03,Premium,,,
20492,UIDJS763e3144f1c,18-24,Tier 2,2024-08-16,Free,,,
20493,UIDJS76407558b05,25-34,Tier 1,2024-05-21,VIP,,,
20494,UIDJS764111a8703,45+,Tier 1,2024-03-18,VIP,,2024-07-18,Premium
20495,UIDJS76423d54406,25-34,Tier 1,2024-01-18,Premium,2024-03-15,,
20496,UIDJS764486ab4b5,45+,Tier 1,2024-04-12,VIP,,2024-12-12,Free
20497,UIDJS7644e45d6fb,45+,Tier 2,2024-01-28,VIP,,2024-07-28,Free
20498,UIDJS76471cbeebb,18-24,Tier 3,2024-05-26,VIP,,,
20499,UIDJS764866b917b,35-44,Tier 3,2024-03-08,VIP,,2024-07-08,Free
20500,UIDJS76488f5d422,18-24,Tier 1,2024-08-28,VIP,,,
20501,UIDJS7649926c65e,25-34,Tier 2,2024-06-14,VIP,,,
20502,UIDJS76515bce168,25-34,Tier 1,2024-06-22,Premium,,,
20503,UIDJS7652d362fc1,35-44,Tier 1,2024-01-23,Premium,2024-07-14,,
20504,UIDJS76532415366,45+,Tier 3,2024-09-22,Free,,,
20505,UIDJS765447ca287,18-24,Tier 1,2024-05-29,Premium,,,
20506,UIDJS765bef5e213,25-34,Tier 2,2024-05-27,Free,2024-06-30,,
20507,UIDJS765d6e4b666,25-34,Tier 2,2024-01-10,Free,,,
20508,UIDJS765f897d128,25-34,Tier 2,2024-04-14,Premium,,,
20509,UIDJS7662069e147,18-24,Tier 3,2024-08-09,Free,,,
20510,UIDJS7662256129d,18-24,Tier 3,2024-03-30,Free,2024-12-26,,
20511,UIDJS76633f4a3d2,25-34,Tier 2,2024-05-24,Free,,,
20512,UIDJS7663ec49a08,25-34,Tier 2,2024-07-04,VIP,,,
20513,UIDJS7666b372c6a,35-44,Tier 2,2024-11-14,VIP,,2024-12-14,Premium
20514,UIDJS7667084861c,25-34,Tier 1,2024-04-07,Premium,,,
20515,UIDJS7668314cbb0,35-44,Tier 1,2024-01-09,VIP,,2024-09-09,Free
20516,UIDJS7668a260543,35-44,Tier 1,2024-05-10,VIP,,2024-06-10,Premium
20517,UIDJS76690f1d83c,25-34,Tier 1,2024-10-22,Premium,,,
20518,UIDJS76691a9d991,18-24,Tier 2,2024-08-21,VIP,,2024-09-21,Premium
20519,UIDJS76696fc757b,35-44,Tier 1,2024-08-28,Premium,,,
20520,UIDJS766ab393070,25-34,Tier 1,2024-07-15,Premium,,2024-11-15,VIP
20521,UIDJS766b2cddf02,45+,Tier 2,2024-06-30,Free,,,
20522,UIDJS766bdd1499c,35-44,Tier 2,2024-09-01,VIP,,,
20523,UIDJS766e2a5165e,25-34,Tier 1,2024-09-21,VIP,,2024-10-21,Premium
20524,UIDJS766e75b8b36,18-24,Tier 3,2024-09-07,Free,,,
20525,UIDJS766ff92fe3b,18-24,Tier 3,2024-10-29,Free,,,
20526,UIDJS7671dfaf635,25-34,Tier 1,2024-01-06,Premium,,,
20527,UIDJS76731e559bc,35-44,Tier 1,2024-11-05,VIP,,,
20528,UIDJS76742dd9449,35-44,Tier 1,2024-06-04,Premium,,,
20529,UIDJS7674e52a929,25-34,Tier 3,2024-07-02,Free,,,
20530,UIDJS76761243a45,25-34,Tier 2,2024-05-02,Free,2024-06-28,,
20531,UIDJS7679c3878ea,35-44,Tier 1,2024-06-02,VIP,,,
20532,UIDJS767a4bb72ff,35-44,Tier 1,2024-11-30,Premium,2024-12-25,,
20533,UIDJS767b665eb27,35-44,Tier 1,2024-02-13,Premium,,,
20534,UIDJS767c8e804d3,25-34,Tier 2,2024-01-03,Free,,,
20535,UIDJS767ce5eab98,25-34,Tier 2,2024-11-06,Free,,,
20536,UIDJS767d9659768,25-34,Tier 1,2024-04-17,Free,,2024-05-17,VIP
20537,UIDJS767fd02834c,25-34,Tier 2,2024-02-15,Premium,,,
20538,UIDJS7683dfa7344,25-34,Tier 1,2024-05-18,VIP,,2024-10-18,Free
20539,UIDJS768515f5a95,25-34,Tier 2,2024-10-23,Premium,,,
20540,UIDJS7685d8a9d8c,18-24,Tier 1,2024-04-15,Free,2024-05-26,,
20541,UIDJS7688d2b0e7a,25-34,Tier 1,2024-07-25,Premium,,,
20542,UIDJS7688e933711,35-44,Tier 2,2024-03-20,VIP,,2024-05-20,Premium
20543,UIDJS768afde0079,25-34,Tier 2,2024-01-13,VIP,,,
20544,UIDJS768b9333d6a,25-34,Tier 2,2024-06-22,VIP,,,
20545,UIDJS768f6f03a93,25-34,Tier 1,2024-08-20,VIP,,,
20546,UIDJS7690271a867,45+,Tier 1,2024-01-16,Premium,,,
20547,UIDJS76916573de1,25-34,Tier 3,2024-08-29,Premium,,,
20548,UIDJS7691a0d7af6,25-34,Tier 3,2024-09-26,Premium,,,
20549,UIDJS7692d9536ae,45+,Tier 2,2024-06-26,Premium,2024-08-18,,
20550,UIDJS76961e72557,18-24,Tier 1,2024-05-05,VIP,,,
20551,UIDJS7699a957435,25-34,Tier 1,2024-08-10,Premium,,,
20552,UIDJS769b9634325,18-24,Tier 1,2024-03-12,VIP,,,
20553,UIDJS769e7cb0470,25-34,Tier 3,2024-03-18,VIP,,,
20554,UIDJS76a13921b7c,18-24,Tier 1,2024-11-01,Premium,,,
20555,UIDJS76a220850dc,45+,Tier 2,2024-11-16,Premium,,,
20556,UIDJS76a31f3ba2c,25-34,Tier 3,2024-01-04,Free,,,
20557,UIDJS76a355effdc,18-24,Tier 1,2024-10-06,VIP,,,
20558,UIDJS76a3d19152e,35-44,Tier 1,2024-08-02,Premium,,2024-12-02,Free
20559,UIDJS76a7dd1a0ea,25-34,Tier 1,2024-06-30,VIP,2024-10-12,,
20560,UIDJS76a7fc7556d,25-34,Tier 1,2024-04-05,Premium,,,
20561,UIDJS76a9a7e398b,18-24,Tier 1,2024-01-04,Premium,,,
20562,UIDJS76aa4bed27d,45+,Tier 1,2024-03-13,Premium,,,
20563,UIDJS76abdaabbec,25-34,Tier 2,2024-02-15,VIP,,,
20564,UIDJS76ad3b48aa1,25-34,Tier 2,2024-02-17,VIP,,,
20565,UIDJS76aedc24429,25-34,Tier 2,2024-03-19,Premium,,,
20566,UIDJS76af1b5046e,25-34,Tier 1,2024-09-24,VIP,2024-12-02,,
20567,UIDJS76b03a3c296,18-24,Tier 1,2024-02-25,Premium,,,
20568,UIDJS76b5014a637,25-34,Tier 1,2024-08-19,Premium,,,
20569,UIDJS76b56b76f13,25-34,Tier 1,2024-04-06,Premium,2024-05-09,,
20570,UIDJS76b658bb3cd,25-34,Tier 2,2024-07-01,VIP,,,
20571,UIDJS76b80b421a0,35-44,Tier 1,2024-04-10,Premium,,,
20572,UIDJS76b82326a56,35-44,Tier 1,2024-03-12,Premium,,,
20573,UIDJS76b8941aff6,45+,Tier 1,2024-04-12,Free,,2024-05-12,Premium
20574,UIDJS76b8bb96d96,45+,Tier 1,2024-10-21,Premium,,,
20575,UIDJS76b8d47209e,35-44,Tier 1,2024-07-22,Free,,2024-08-22,Premium
20576,UIDJS76b985fc03f,25-34,Tier 2,2024-01-08,VIP,2024-10-23,,
20577,UIDJS76bacb84ea3,18-24,Tier 1,2024-02-17,VIP,,,
20578,UIDJS76bc0ea317b,35-44,Tier 1,2024-04-14,Premium,,,
20579,UIDJS76be0075084,25-34,Tier 2,2024-11-05,Premium,,,
20580,UIDJS76c03ad596d,18-24,Tier 3,2024-11-14,Free,,,
20581,UIDJS76c21d1211d,45+,Tier 1,2024-10-11,VIP,,,
20582,UIDJS76c2963f90b,35-44,Tier 2,2024-07-05,Premium,,,
20583,UIDJS76c2cd630b8,25-34,Tier 3,2024-05-11,Premium,,,
20584,UIDJS76c3c16dc80,18-24,Tier 1,2024-11-23,Free,,,
20585,UIDJS76c5b83a69b,18-24,Tier 2,2024-01-15,VIP,,,
20586,UIDJS76c7eb7ca2c,45+,Tier 1,2024-10-26,VIP,,,
20587,UIDJS76cb70ad703,35-44,Tier 1,2024-10-08,Premium,,,
20588,UIDJS76cda228b6b,25-34,Tier 2,2024-02-16,VIP,,2024-05-16,Free
20589,UIDJS76ceb0cc413,35-44,Tier 2,2024-02-15,Free,,2024-04-15,VIP
20590,UIDJS76d0538462d,18-24,Tier 2,2024-07-12,VIP,2024-08-15,,
20591,UIDJS76d3d7a3f14,25-34,Tier 2,2024-08-19,VIP,,,
20592,UIDJS76d41579f7c,18-24,Tier 1,2024-01-21,VIP,,2024-09-21,Free
20593,UIDJS76d426642e5,35-44,Tier 3,2024-08-17,Premium,,,
20594,UIDJS76d4ae20cca,45+,Tier 3,2024-10-24,Free,,,
20595,UIDJS76d6dcfa6fd,18-24,Tier 1,2024-02-01,Premium,,,
20596,UIDJS76d8589f048,35-44,Tier 1,2024-06-06,Premium,,,
20597,UIDJS76ddeb68479,18-24,Tier 1,2024-11-23,VIP,,,
20598,UIDJS76de61e9da2,18-24,Tier 3,2024-09-05,Free,,,
20599,UIDJS76de792a056,25-34,Tier 3,2024-06-17,Free,,,
20600,UIDJS76dfef11156,35-44,Tier 2,2024-08-25,Free,,2024-09-25,Premium
20601,UIDJS76e453f0b5a,25-34,Tier 1,2024-05-15,Premium,,,
20602,UIDJS76e54e51092,25-34,Tier 2,2024-11-12,VIP,,,
20603,UIDJS76e6c3cdea5,45+,Tier 2,2024-06-06,Free,,,
20604,UIDJS76ea451f7f5,45+,Tier 2,2024-05-04,Free,2024-06-16,,
20605,UIDJS76ec992295c,35-44,Tier 2,2024-05-15,VIP,,,
20606,UIDJS76eeb1e881d,25-34,Tier 3,2024-10-23,Free,,,
20607,UIDJS76f1308d2a6,25-34,Tier 1,2024-04-14,Premium,,,
20608,UIDJS76f1bab7297,35-44,Tier 2,2024-04-12,VIP,,2024-07-12,Free
20609,UIDJS76f1f772ef0,18-24,Tier 1,2024-02-13,VIP,,,
20610,UIDJS76f2c768c50,25-34,Tier 1,2024-01-25,Premium,2024-12-15,,
20611,UIDJS76f36408396,45+,Tier 1,2024-04-21,Premium,,,
20612,UIDJS76f376fb4e6,25-34,Tier 1,2024-04-27,Premium,,,
20613,UIDJS76f8db460e1,18-24,Tier 3,2024-07-14,Free,,,
20614,UIDJS76f91aa4ee2,35-44,Tier 2,2024-05-01,VIP,,,
20615,UIDJS76fa39bc609,35-44,Tier 3,2024-04-18,Free,,,
20616,UIDJS76fd4803b76,35-44,Tier 2,2024-02-03,Premium,,,
20617,UIDJS76fd9781542,25-34,Tier 3,2024-04-01,Free,2024-11-06,,
20618,UIDJS76ffad97fd3,25-34,Tier 1,2024-08-27,Free,2024-11-11,,
20619,UIDJS7701b5624f7,25-34,Tier 3,2024-06-21,Free,2024-09-25,,
20620,UIDJS77030d0e0f1,25-34,Tier 2,2024-05-13,VIP,,,
20621,UIDJS7704a407d8d,25-34,Tier 1,2024-01-08,VIP,,,
20622,UIDJS7704bae31cb,18-24,Tier 1,2024-04-18,VIP,,,
20623,UIDJS7705c8f53e6,35-44,Tier 1,2024-10-08,VIP,,2024-11-08,Premium
20624,UIDJS7706bd752ea,25-34,Tier 1,2024-11-29,Premium,,,
20625,UIDJS77076e15573,18-24,Tier 1,2024-11-15,VIP,,,
20626,UIDJS770817e3318,25-34,Tier 1,2024-05-05,VIP,2024-08-10,,
20627,UIDJS770a294247a,35-44,Tier 3,2024-10-06,VIP,,2024-11-06,Premium
20628,UIDJS770a4352d95,25-34,Tier 3,2024-11-16,Free,2024-12-14,,
20629,UIDJS770ad7c2f94,45+,Tier 2,2024-02-16,VIP,,2024-03-16,Premium
20630,UIDJS770afc201ec,25-34,Tier 1,2024-02-17,Free,,2024-04-17,VIP
20631,UIDJS770b082560d,35-44,Tier 1,2024-09-08,VIP,,,
20632,UIDJS770fabc4454,25-34,Tier 2,2024-08-13,Premium,,,
20633,UIDJS7711b6d385b,18-24,Tier 2,2024-07-26,Premium,,,
20634,UIDJS7712174d757,35-44,Tier 1,2024-01-02,Premium,,,
20635,UIDJS77122163b23,35-44,Tier 1,2024-05-08,Premium,,,
20636,UIDJS77126b14345,18-24,Tier 2,2024-01-17,Free,,,
20637,UIDJS77154f0d6d7,25-34,Tier 2,2024-06-26,VIP,2024-10-07,,
20638,UIDJS77160b21724,25-34,Tier 1,2024-04-23,Premium,,,
20639,UIDJS77182fd7324,25-34,Tier 1,2024-11-28,Premium,,,
20640,UIDJS7718deff593,25-34,Tier 1,2024-04-04,Free,2024-06-29,,
20641,UIDJS7719857d6e9,35-44,Tier 2,2024-06-11,VIP,,,
20642,UIDJS7719d33f869,25-34,Tier 2,2024-03-12,VIP,2024-09-03,,
20643,UIDJS771c29a8195,18-24,Tier 3,2024-04-11,Free,,,
20644,UIDJS771c683d177,25-34,Tier 1,2024-03-30,VIP,,2024-05-30,Premium
20645,UIDJS771f1a08a55,18-24,Tier 2,2024-03-25,Premium,,,
20646,UIDJS771f3bf2c8a,18-24,Tier 1,2024-02-02,Free,,,
20647,UIDJS77203d93112,45+,Tier 3,2024-09-09,Free,,,
20648,UIDJS77223c6e3a9,45+,Tier 1,2024-04-14,Premium,,,
20649,UIDJS772425e676f,25-34,Tier 2,2024-11-16,Free,2024-12-10,,
20650,UIDJS77242789a37,25-34,Tier 1,2024-10-18,VIP,2024-12-04,,
20651,UIDJS77242fcf19f,25-34,Tier 2,2024-09-11,Free,,,
20652,UIDJS77259448ee4,25-34,Tier 1,2024-10-06,VIP,,2024-11-06,Free
20653,UIDJS7725f03e7ba,18-24,Tier 1,2024-10-05,VIP,,2024-11-05,Premium
20654,UIDJS77277165a36,18-24,Tier 1,2024-07-10,Free,,,
20655,UIDJS77279dc9b6d,35-44,Tier 3,2024-11-07,Free,,,
20656,UIDJS7727f33cae7,25-34,Tier 1,2024-10-05,VIP,,,
20657,UIDJS772972373ba,35-44,Tier 1,2024-11-21,Free,,,
20658,UIDJS772b0dd26ac,25-34,Tier 1,2024-01-28,Free,,2024-09-28,Premium
20659,UIDJS772c3bc5442,45+,Tier 2,2024-10-14,Premium,,,
20660,UIDJS772d8005fcd,25-34,Tier 1,2024-08-20,Premium,,,
20661,UIDJS772e1dd1890,35-44,Tier 2,2024-02-16,VIP,2024-08-30,,
20662,UIDJS772fecfcdf7,25-34,Tier 1,2024-03-17,VIP,,,
20663,UIDJS77325b7ac0b,45+,Tier 2,2024-07-15,Premium,,,
20664,UIDJS7732ab4838e,18-24,Tier 1,2024-10-18,VIP,,,
20665,UIDJS7732c868963,35-44,Tier 1,2024-04-01,Free,,,
20666,UIDJS7733d937992,25-34,Tier 1,2024-03-14,Free,2024-05-05,,
20667,UIDJS773492f279b,25-34,Tier 2,2024-10-16,VIP,,,
20668,UIDJS773b6af339a,25-34,Tier 1,2024-03-31,Premium,,,
20669,UIDJS773b9e9d036,18-24,Tier 1,2024-01-19,Premium,,2024-10-19,VIP
20670,UIDJS773d8bd53ae,25-34,Tier 2,2024-07-01,Free,,,
20671,UIDJS773f47ce89a,25-34,Tier 2,2024-03-11,Free,,,
20672,UIDJS773fe9b8807,45+,Tier 1,2024-10-01,Premium,2024-11-12,,
20673,UIDJS7741d25ce38,35-44,Tier 1,2024-11-22,VIP,,,
20674,UIDJS7742d6bda82,25-34,Tier 1,2024-03-26,Premium,,,
20675,UIDJS774320d07c6,35-44,Tier 1,2024-01-15,VIP,,,
20676,UIDJS774399031df,45+,Tier 2,2024-11-09,Free,,,
20677,UIDJS7743ce05c07,25-34,Tier 2,2024-08-20,VIP,,,
20678,UIDJS7745b660785,45+,Tier 2,2024-10-20,Premium,,,
20679,UIDJS7746a9ade22,35-44,Tier 2,2024-09-09,VIP,2024-11-12,,
20680,UIDJS774870a57ed,35-44,Tier 2,2024-05-10,Free,,,
20681,UIDJS7749aaca894,35-44,Tier 1,2024-08-07,Premium,,,
20682,UIDJS7749e6656a6,25-34,Tier 1,2024-07-22,Free,,,
20683,UIDJS774b88cdee4,25-34,Tier 3,2024-03-15,Free,,,
20684,UIDJS774c333ffbd,25-34,Tier 1,2024-10-31,VIP,,,
20685,UIDJS774d0b2aff7,18-24,Tier 1,2024-05-13,VIP,,,
20686,UIDJS774e42d6e5c,25-34,Tier 1,2024-03-07,Premium,,,
20687,UIDJS7751f903f51,25-34,Tier 2,2024-03-25,VIP,,2024-08-25,Free
20688,UIDJS77525ddbae2,25-34,Tier 1,2024-06-12,VIP,,2024-12-12,Free
20689,UIDJS77533cd8aaa,25-34,Tier 2,2024-11-01,VIP,,,
20690,UIDJS77541d008ae,25-34,Tier 3,2024-04-03,Free,2024-05-19,,
20691,UIDJS77557ad4207,18-24,Tier 1,2024-03-25,Premium,,,
20692,UIDJS775603a1376,25-34,Tier 3,2024-06-10,Free,,2024-08-10,Premium
20693,UIDJS77596edf38c,25-34,Tier 2,2024-08-07,Premium,,,
20694,UIDJS775e71faadf,25-34,Tier 1,2024-11-13,Premium,,,
20695,UIDJS776162f1719,45+,Tier 2,2024-04-16,Free,,2024-05-16,VIP
20696,UIDJS7763f0087ae,25-34,Tier 3,2024-06-02,VIP,,,
20697,UIDJS7765abcbafc,45+,Tier 1,2024-03-22,Premium,,,
20698,UIDJS7766e290fd7,18-24,Tier 2,2024-01-15,Free,,,
20699,UIDJS7768595afa2,25-34,Tier 1,2024-09-04,VIP,,,
20700,UIDJS7769929e583,45+,Tier 2,2024-07-12,VIP,,,
20701,UIDJS776a3fe58f9,25-34,Tier 2,2024-05-21,VIP,,2024-06-21,Premium
20702,UIDJS776a4d205e5,35-44,Tier 1,2024-07-15,VIP,,2024-10-15,Free
20703,UIDJS776b8e62c02,18-24,Tier 2,2024-11-13,VIP,,2024-12-13,Free
20704,UIDJS776e528d9aa,25-34,Tier 2,2024-01-30,VIP,,2024-03-30,Free
20705,UIDJS776ee4e76d5,45+,Tier 1,2024-06-01,VIP,,,
20706,UIDJS776ef9f14d2,35-44,Tier 1,2024-10-31,VIP,2024-12-14,,
20707,UIDJS7771d47d26e,45+,Tier 3,2024-03-29,VIP,,,
20708,UIDJS7773e7e65a5,25-34,Tier 1,2024-10-14,Premium,,,
20709,UIDJS777452862c9,25-34,Tier 1,2024-03-08,Free,,,
20710,UIDJS777461292f7,18-24,Tier 1,2024-04-27,Premium,,,
20711,UIDJS777476cf554,18-24,Tier 2,2024-03-15,VIP,,2024-05-15,Premium
20712,UIDJS777508a001c,18-24,Tier 3,2024-09-14,VIP,,,
20713,UIDJS777529b25f3,45+,Tier 1,2024-06-13,VIP,,2024-08-13,Premium
20714,UIDJS7775b9b9d02,45+,Tier 2,2024-04-21,VIP,,,
20715,UIDJS7776cc4a0e1,35-44,Tier 2,2024-09-07,VIP,,,
20716,UIDJS77777ee9521,25-34,Tier 1,2024-11-08,Premium,,,
20717,UIDJS7777ae6c8f3,35-44,Tier 1,2024-02-26,VIP,,,
20718,UIDJS777a14a3661,25-34,Tier 2,2024-01-24,VIP,2024-12-08,,
20719,UIDJS777ccb3eca2,35-44,Tier 1,2024-10-09,VIP,,,
20720,UIDJS777cd6f1bdb,25-34,Tier 1,2024-02-23,Premium,,,
20721,UIDJS7781c5b0151,18-24,Tier 1,2024-08-01,Free,2024-09-09,,
20722,UIDJS77821f087e1,25-34,Tier 1,2024-09-24,Premium,,,
20723,UIDJS7782777c329,35-44,Tier 1,2024-10-24,VIP,,,
20724,UIDJS7782d7b71d3,35-44,Tier 1,2024-02-15,Premium,,,
